12-01-2023 12:01:17 INFO     [main.py:13] Admin logged in
23-03-2023 17:03:58 DEBUG    [player.py:17] Player Deadpool created
23-03-2023 17:03:58 INFO     [main.py:42] Login with <Player Deadpool Scores:[] Wins:0 />
23-04-2023 17:04:06 INFO     [words.py:16] Word Section accessed
23-04-2023 17:04:44 DEBUG    [hangman.py:108] <Player Deadpool Scores:[] Wins:0 />
23-04-2023 17:04:44 DEBUG    [hangman.py:112] Deadpool scored 2
23-05-2023 17:05:20 INFO     [PlayerDAO.py:23] Three tables are created
23-05-2023 17:05:31 INFO     [PlayerDAO.py:23] Three tables are created
23-05-2023 17:05:31 DEBUG    [PlayerDAO.py:58] [('Tanvi', 'Tanvi@2002', 'player')]
23-05-2023 17:05:31 DEBUG    [main.py:37] Player(name='Tanvi', role='player')
23-05-2023 17:05:31 DEBUG    [player.py:17] Player Tanvi created
23-05-2023 17:05:31 INFO     [main.py:42] Login with <Player Tanvi Scores:[] Wins:0 />
23-05-2023 17:05:39 INFO     [words.py:16] Word Section accessed
23-07-2023 17:07:46 DEBUG    [hangman.py:108] <Player Tanvi Scores:[] Wins:0 />
23-07-2023 17:07:46 DEBUG    [hangman.py:112] Tanvi scored 6
23-08-2023 17:08:02 INFO     [words.py:16] Word Section accessed
23-09-2023 17:09:17 DEBUG    [hangman.py:108] <Player Tanvi Scores:[6] Wins:0 />
23-09-2023 17:09:17 DEBUG    [hangman.py:112] Tanvi scored 3
23-09-2023 17:09:21 INFO     [words.py:16] Word Section accessed
23-09-2023 17:09:43 DEBUG    [hangman.py:108] <Player Tanvi Scores:[6, 3] Wins:0 />
23-09-2023 17:09:43 DEBUG    [hangman.py:112] Tanvi scored 7
23-10-2023 17:10:01 INFO     [words.py:16] Word Section accessed
23-10-2023 17:10:40 DEBUG    [hangman.py:108] <Player Tanvi Scores:[6, 3, 7] Wins:0 />
23-10-2023 17:10:40 DEBUG    [hangman.py:112] Tanvi scored 7
23-10-2023 17:10:53 INFO     [words.py:16] Word Section accessed
23-11-2023 17:11:13 DEBUG    [hangman.py:108] <Player Tanvi Scores:[6, 3, 7, 7] Wins:0 />
23-11-2023 17:11:13 DEBUG    [hangman.py:112] Tanvi scored 0
23-12-2023 17:12:42 INFO     [PlayerDAO.py:23] Three tables are created
23-12-2023 17:12:42 DEBUG    [PlayerDAO.py:58] [('Deadpool', 'Abcdef@2002', 'player')]
23-12-2023 17:12:42 DEBUG    [main.py:37] Player(name='Deadpool', role='player')
23-12-2023 17:12:42 DEBUG    [player.py:17] Player Deadpool created
23-12-2023 17:12:42 INFO     [main.py:42] Login with <Player Deadpool Scores:[] Wins:0 />
23-14-2023 17:14:41 INFO     [PlayerDAO.py:23] Three tables are created
23-15-2023 17:15:21 INFO     [PlayerDAO.py:23] Three tables are created
23-15-2023 17:15:43 INFO     [PlayerDAO.py:23] Three tables are created
23-16-2023 17:16:10 INFO     [PlayerDAO.py:23] Three tables are created
23-16-2023 17:16:10 DEBUG    [PlayerDAO.py:55] Invalid username or password2
23-19-2023 17:19:53 INFO     [PlayerDAO.py:23] Three tables are created
23-20-2023 17:20:59 INFO     [PlayerDAO.py:23] Three tables are created
23-21-2023 17:21:06 INFO     [PlayerDAO.py:23] Three tables are created
23-21-2023 17:21:06 DEBUG    [PlayerDAO.py:55] Invalid username or password2
23-22-2023 17:22:09 INFO     [PlayerDAO.py:23] Three tables are created
23-22-2023 17:22:18 INFO     [PlayerDAO.py:23] Three tables are created
23-22-2023 17:22:18 DEBUG    [PlayerDAO.py:55] Invalid username or password2
23-22-2023 17:22:18 DEBUG    [PlayerDAO.py:56] [('admin', 'Abcde@2', 'admin')]
23-22-2023 17:22:45 INFO     [PlayerDAO.py:23] Three tables are created
23-22-2023 17:22:45 DEBUG    [main.py:37] Player(name='admin', role='admin')
23-22-2023 17:22:45 DEBUG    [player.py:17] Player admin created
23-22-2023 17:22:45 INFO     [admin.py:17] Admin logged in
23-22-2023 17:22:58 INFO     [words.py:16] Word Section accessed
23-31-2023 17:31:23 INFO     [PlayerDAO.py:23] Three tables are created
23-31-2023 17:31:42 INFO     [PlayerDAO.py:23] Three tables are created
23-31-2023 17:31:42 DEBUG    [main.py:37] Player(name='admin', role='admin')
23-31-2023 17:31:42 DEBUG    [player.py:17] Player admin created
23-31-2023 17:31:42 INFO     [admin.py:17] Admin logged in
23-43-2023 17:43:55 INFO     [PlayerDAO.py:23] Three tables are created
23-44-2023 17:44:12 INFO     [PlayerDAO.py:23] Three tables are created
23-44-2023 17:44:12 DEBUG    [main.py:37] Player(name='admin', role='admin')
23-44-2023 17:44:12 DEBUG    [player.py:17] Player admin created
23-44-2023 17:44:12 INFO     [admin.py:17] Admin logged in
23-44-2023 17:44:21 INFO     [words.py:16] Word Section accessed
23-44-2023 17:44:56 DEBUG    [hangman.py:108] <Player admin Scores:[] Wins:0 />
23-44-2023 17:44:56 DEBUG    [hangman.py:112] admin scored 0
24-16-2023 21:16:07 INFO     [PlayerDAO.py:23] Three tables are created
24-17-2023 21:17:31 INFO     [PlayerDAO.py:23] Three tables are created
24-18-2023 21:18:28 INFO     [PlayerDAO.py:23] Three tables are created
24-21-2023 21:21:40 INFO     [PlayerDAO.py:23] Three tables are created
25-44-2023 10:44:37 INFO     [PlayerDAO.py:23] Three tables are created
25-44-2023 10:44:37 DEBUG    [main.py:38] Player(name='admin', role='admin')
25-44-2023 10:44:37 DEBUG    [player.py:17] Player admin created
25-44-2023 10:44:37 INFO     [admin.py:17] Admin logged in
25-44-2023 10:44:40 INFO     [words.py:16] Word Section accessed
25-45-2023 10:45:32 DEBUG    [hangman.py:116] admin scored 5
25-45-2023 10:45:54 DEBUG    [hangman.py:116] admin scored 7
25-48-2023 10:48:29 INFO     [PlayerDAO.py:23] Three tables are created
25-48-2023 10:48:29 DEBUG    [main.py:38] Player(name='admin', role='admin')
25-48-2023 10:48:29 DEBUG    [player.py:17] Player admin created
25-48-2023 10:48:29 INFO     [admin.py:17] Admin logged in
25-48-2023 10:48:39 INFO     [words.py:16] Word Section accessed
25-48-2023 10:48:51 DEBUG    [hangman.py:116] admin scored 7
25-49-2023 10:49:05 DEBUG    [hangman.py:116] admin scored 7
25-57-2023 10:57:18 INFO     [PlayerDAO.py:23] Three tables are created
25-57-2023 10:57:18 DEBUG    [main.py:39] Player(name='admin', role='admin', high_score=0)
25-57-2023 10:57:18 DEBUG    [player.py:17] Player admin created
25-57-2023 10:57:18 INFO     [admin.py:17] Admin logged in
25-57-2023 10:57:21 INFO     [words.py:16] Word Section accessed
25-57-2023 10:57:31 DEBUG    [hangman.py:116] admin scored 7
25-57-2023 10:57:57 DEBUG    [hangman.py:116] admin scored 0
25-57-2023 10:57:57 INFO     [PlayerDAO.py:23] Three tables are created
25-02-2023 11:02:28 INFO     [PlayerDAO.py:23] Three tables are created
25-03-2023 11:03:44 INFO     [PlayerDAO.py:23] Three tables are created
25-03-2023 11:03:44 DEBUG    [main.py:39] Player(name='admin', role='admin', high_score=0.0)
25-03-2023 11:03:44 DEBUG    [player.py:17] Player admin created
25-03-2023 11:03:44 INFO     [admin.py:17] Admin logged in
25-03-2023 11:03:46 INFO     [words.py:16] Word Section accessed
25-04-2023 11:04:00 DEBUG    [hangman.py:116] admin scored 7
25-04-2023 11:04:10 DEBUG    [hangman.py:116] admin scored 7
25-04-2023 11:04:10 INFO     [PlayerDAO.py:23] Three tables are created
25-04-2023 11:04:29 INFO     [words.py:16] Word Section accessed
25-04-2023 11:04:46 DEBUG    [hangman.py:116] admin scored 5
25-05-2023 11:05:04 DEBUG    [hangman.py:116] admin scored 6
25-36-2023 11:36:44 INFO     [PlayerDAO.py:24] Three tables are created
25-37-2023 11:37:08 INFO     [PlayerDAO.py:24] Three tables are created
25-37-2023 11:37:19 INFO     [PlayerDAO.py:24] Three tables are created
25-37-2023 11:37:19 DEBUG    [main.py:39] Player(name='admin', role='admin', high_score=0.0)
25-37-2023 11:37:19 DEBUG    [player.py:19] Player admin created
25-37-2023 11:37:19 INFO     [admin.py:18] Admin logged in
25-37-2023 11:37:22 INFO     [words.py:16] Word Section accessed
25-37-2023 11:37:41 DEBUG    [hangman.py:116] admin scored 7
25-37-2023 11:37:54 DEBUG    [hangman.py:116] admin scored 7
25-37-2023 11:37:54 INFO     [PlayerDAO.py:24] Three tables are created
25-03-2023 12:03:55 INFO     [PlayerDAO.py:24] Three tables are created
25-05-2023 12:05:22 INFO     [PlayerDAO.py:24] Three tables are created
25-05-2023 12:05:22 DEBUG    [PlayerDAO.py:51] Invalid username or password
25-17-2023 12:17:18 INFO     [PlayerDAO.py:24] Three tables are created
25-17-2023 12:17:18 DEBUG    [main.py:42] Player(name='admin', role='admin', high_score=7.0)
25-17-2023 12:17:18 DEBUG    [player.py:19] Player admin created
25-17-2023 12:17:18 INFO     [admin.py:18] Admin logged in
25-17-2023 12:17:23 INFO     [words.py:16] Word Section accessed
25-17-2023 12:17:38 DEBUG    [hangman.py:116] admin scored 7
25-17-2023 12:17:56 DEBUG    [hangman.py:116] admin scored 7
25-19-2023 12:19:55 INFO     [PlayerDAO.py:24] Three tables are created
25-19-2023 12:19:55 DEBUG    [main.py:42] Player(name='admin', role='admin', high_score=7.0)
25-19-2023 12:19:55 DEBUG    [player.py:19] Player admin created
25-19-2023 12:19:55 INFO     [admin.py:18] Admin logged in
25-52-2023 15:52:36 INFO     [PlayerDAO.py:25] Three tables are created
25-52-2023 15:52:36 DEBUG    [main.py:46] Player(name='admin', role='admin', high_score=7.0)
25-52-2023 15:52:36 DEBUG    [player.py:19] Player admin created
25-52-2023 15:52:36 INFO     [admin.py:17] Admin logged in
25-52-2023 15:52:51 INFO     [words.py:17] Word Section accessed
25-53-2023 15:53:22 DEBUG    [hangman.py:115] admin scored 5
25-53-2023 15:53:42 DEBUG    [hangman.py:115] admin scored 7
25-49-2023 16:49:37 INFO     [PlayerDAO.py:25] Three tables are created
25-49-2023 16:49:37 DEBUG    [main.py:46] Player(name='admin', role='admin', high_score=7.0)
25-49-2023 16:49:37 DEBUG    [player.py:19] Player admin created
25-49-2023 16:49:37 INFO     [admin.py:17] Admin logged in
25-51-2023 16:51:26 INFO     [PlayerDAO.py:25] Three tables are created
25-51-2023 16:51:26 DEBUG    [main.py:46] Player(name='admin', role='admin', high_score=7.0)
25-51-2023 16:51:26 DEBUG    [player.py:19] Player admin created
25-51-2023 16:51:26 INFO     [admin.py:17] Admin logged in
25-51-2023 16:51:28 INFO     [PlayerDAO.py:25] Three tables are created
25-51-2023 16:51:38 INFO     [words.py:17] Word Section accessed
25-51-2023 16:51:56 DEBUG    [hangman.py:120] admin scored 7
25-52-2023 16:52:42 INFO     [PlayerDAO.py:25] Three tables are created
25-52-2023 16:52:42 DEBUG    [main.py:46] Player(name='admin', role='admin', high_score=7.0)
25-52-2023 16:52:42 DEBUG    [player.py:19] Player admin created
25-52-2023 16:52:42 INFO     [admin.py:17] Admin logged in
25-52-2023 16:52:45 INFO     [PlayerDAO.py:25] Three tables are created
25-52-2023 16:52:47 INFO     [words.py:17] Word Section accessed
25-52-2023 16:52:58 DEBUG    [hangman.py:120] admin scored 7
25-53-2023 16:53:13 DEBUG    [hangman.py:120] admin scored 7
25-12-2023 17:12:58 INFO     [PlayerDAO.py:25] Three tables are created
25-12-2023 17:12:58 DEBUG    [main.py:46] Player(name='admin', role='admin', high_score=7.0)
25-12-2023 17:12:58 DEBUG    [player.py:19] Player admin created
25-12-2023 17:12:58 INFO     [admin.py:17] Admin logged in
25-13-2023 17:13:00 INFO     [PlayerDAO.py:25] Three tables are created
25-13-2023 17:13:19 INFO     [words.py:17] Word Section accessed
25-13-2023 17:13:37 DEBUG    [hangman.py:121] admin scored 7
25-21-2023 17:21:23 INFO     [PlayerDAO.py:25] Three tables are created
25-21-2023 17:21:23 DEBUG    [main.py:46] Player(name='admin', role='admin', high_score=7.0)
25-21-2023 17:21:23 DEBUG    [player.py:19] Player admin created
25-21-2023 17:21:23 INFO     [admin.py:17] Admin logged in
25-21-2023 17:21:25 INFO     [PlayerDAO.py:25] Three tables are created
25-21-2023 17:21:34 INFO     [words.py:17] Word Section accessed
25-21-2023 17:21:44 DEBUG    [hangman.py:121] admin scored 7
25-21-2023 17:21:57 DEBUG    [hangman.py:121] admin scored 7
25-23-2023 17:23:14 INFO     [PlayerDAO.py:25] Three tables are created
25-23-2023 17:23:14 DEBUG    [main.py:46] Player(name='admin', role='admin', high_score=7.0)
25-23-2023 17:23:14 DEBUG    [player.py:20] Player admin created
25-23-2023 17:23:14 INFO     [admin.py:17] Admin logged in
25-23-2023 17:23:16 INFO     [PlayerDAO.py:25] Three tables are created
25-23-2023 17:23:24 INFO     [words.py:17] Word Section accessed
25-23-2023 17:23:38 DEBUG    [hangman.py:121] admin scored 7
26-46-2023 08:46:34 INFO     [PlayerDAO.py:26] Three tables are created
26-46-2023 08:46:34 DEBUG    [main.py:46] Player(name='admin', role='admin', high_score=7.0)
26-46-2023 08:46:34 DEBUG    [player.py:20] Player admin created
26-46-2023 08:46:34 INFO     [admin.py:17] Admin logged in
26-37-2023 13:37:06 INFO     [PlayerDAO.py:20] Three tables are created
26-37-2023 13:37:06 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-37-2023 13:37:06 DEBUG    [player.py:20] Player admin created
26-37-2023 13:37:06 INFO     [admin.py:16] Admin logged in
26-02-2023 14:02:44 INFO     [PlayerDAO.py:20] Three tables are created
26-02-2023 14:02:44 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-02-2023 14:02:44 DEBUG    [player.py:21] Player admin created
26-02-2023 14:02:44 INFO     [admin.py:16] Admin logged in
26-02-2023 14:02:46 INFO     [PlayerDAO.py:20] Three tables are created
26-05-2023 14:05:05 INFO     [PlayerDAO.py:20] Three tables are created
26-05-2023 14:05:05 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-05-2023 14:05:05 DEBUG    [player.py:21] Player admin created
26-05-2023 14:05:05 INFO     [admin.py:16] Admin logged in
26-05-2023 14:05:08 INFO     [PlayerDAO.py:20] Three tables are created
26-07-2023 14:07:32 INFO     [PlayerDAO.py:20] Three tables are created
26-07-2023 14:07:32 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-07-2023 14:07:32 DEBUG    [player.py:21] Player admin created
26-07-2023 14:07:32 INFO     [admin.py:16] Admin logged in
26-07-2023 14:07:34 INFO     [PlayerDAO.py:20] Three tables are created
26-08-2023 14:08:18 INFO     [PlayerDAO.py:20] Three tables are created
26-08-2023 14:08:18 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-08-2023 14:08:18 DEBUG    [player.py:21] Player admin created
26-08-2023 14:08:18 INFO     [admin.py:16] Admin logged in
26-08-2023 14:08:19 INFO     [PlayerDAO.py:20] Three tables are created
26-08-2023 14:08:47 INFO     [PlayerDAO.py:20] Three tables are created
26-08-2023 14:08:47 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-08-2023 14:08:47 DEBUG    [player.py:21] Player admin created
26-08-2023 14:08:47 INFO     [admin.py:16] Admin logged in
26-08-2023 14:08:48 INFO     [PlayerDAO.py:20] Three tables are created
26-09-2023 14:09:27 INFO     [PlayerDAO.py:20] Three tables are created
26-09-2023 14:09:27 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-09-2023 14:09:27 DEBUG    [player.py:21] Player admin created
26-09-2023 14:09:27 INFO     [admin.py:16] Admin logged in
26-09-2023 14:09:28 INFO     [PlayerDAO.py:20] Three tables are created
26-10-2023 14:10:21 INFO     [PlayerDAO.py:20] Three tables are created
26-10-2023 14:10:21 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-10-2023 14:10:21 DEBUG    [player.py:21] Player admin created
26-10-2023 14:10:21 INFO     [admin.py:16] Admin logged in
26-10-2023 14:10:22 INFO     [PlayerDAO.py:20] Three tables are created
26-11-2023 14:11:01 INFO     [PlayerDAO.py:20] Three tables are created
26-11-2023 14:11:01 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-11-2023 14:11:01 DEBUG    [player.py:21] Player admin created
26-11-2023 14:11:01 INFO     [admin.py:16] Admin logged in
26-11-2023 14:11:03 INFO     [PlayerDAO.py:20] Three tables are created
26-24-2023 14:24:39 INFO     [PlayerDAO.py:20] Three tables are created
26-24-2023 14:24:39 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-24-2023 14:24:39 DEBUG    [player.py:21] Player admin created
26-24-2023 14:24:39 INFO     [admin.py:16] Admin logged in
26-24-2023 14:24:42 INFO     [PlayerDAO.py:20] Three tables are created
26-25-2023 14:25:02 INFO     [PlayerDAO.py:20] Three tables are created
26-25-2023 14:25:02 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-25-2023 14:25:02 DEBUG    [player.py:21] Player admin created
26-25-2023 14:25:02 INFO     [admin.py:16] Admin logged in
26-25-2023 14:25:03 INFO     [PlayerDAO.py:20] Three tables are created
26-26-2023 14:26:13 INFO     [PlayerDAO.py:20] Three tables are created
26-26-2023 14:26:13 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-26-2023 14:26:13 DEBUG    [player.py:21] Player admin created
26-26-2023 14:26:13 INFO     [admin.py:16] Admin logged in
26-26-2023 14:26:14 INFO     [PlayerDAO.py:20] Three tables are created
26-10-2023 15:10:04 INFO     [PlayerDAO.py:20] Three tables are created
26-10-2023 15:10:04 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-10-2023 15:10:04 DEBUG    [player.py:22] Player admin created
26-10-2023 15:10:04 INFO     [admin.py:16] Admin logged in
26-10-2023 15:10:13 INFO     [words.py:17] Word Section accessed
26-11-2023 15:11:16 INFO     [PlayerDAO.py:20] Three tables are created
26-11-2023 15:11:16 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-11-2023 15:11:16 DEBUG    [player.py:22] Player admin created
26-11-2023 15:11:16 INFO     [admin.py:16] Admin logged in
26-12-2023 15:12:05 INFO     [PlayerDAO.py:20] Three tables are created
26-12-2023 15:12:05 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-12-2023 15:12:05 DEBUG    [player.py:22] Player admin created
26-12-2023 15:12:05 INFO     [admin.py:16] Admin logged in
26-13-2023 15:13:57 INFO     [PlayerDAO.py:20] Three tables are created
26-13-2023 15:13:57 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-13-2023 15:13:57 DEBUG    [player.py:22] Player admin created
26-13-2023 15:13:57 INFO     [admin.py:16] Admin logged in
26-14-2023 15:14:03 INFO     [words.py:17] Word Section accessed
26-17-2023 15:17:35 INFO     [PlayerDAO.py:20] Three tables are created
26-17-2023 15:17:35 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-17-2023 15:17:35 DEBUG    [player.py:22] Player admin created
26-17-2023 15:17:35 INFO     [admin.py:16] Admin logged in
26-19-2023 15:19:56 INFO     [PlayerDAO.py:20] Three tables are created
26-19-2023 15:19:56 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-19-2023 15:19:56 DEBUG    [player.py:22] Player admin created
26-19-2023 15:19:56 INFO     [admin.py:16] Admin logged in
26-20-2023 15:20:29 INFO     [PlayerDAO.py:20] Three tables are created
26-20-2023 15:20:29 DEBUG    [Game.py:50] Player(name='admin', role='admin', high_score=7.0)
26-20-2023 15:20:29 DEBUG    [player.py:22] Player admin created
26-20-2023 15:20:29 INFO     [admin.py:16] Admin logged in
26-54-2023 15:54:19 INFO     [PlayerDAO.py:20] Three tables are created
26-54-2023 15:54:19 DEBUG    [Game.py:51] Player(name='admin', role='admin', high_score=7.0)
26-54-2023 15:54:19 DEBUG    [player.py:22] Player admin created
26-54-2023 15:54:19 INFO     [admin.py:16] Admin logged in
26-54-2023 15:54:30 INFO     [words.py:17] Word Section accessed
26-55-2023 15:55:01 DEBUG    [hangman.py:121] admin scored 7
26-20-2023 16:20:59 INFO     [PlayerDAO.py:20] Three tables are created
26-20-2023 16:20:59 DEBUG    [Game.py:51] Player(name='admin', role='admin', high_score=7.0, highscore_created_on='2023-10-25 11:37:54.637963', total_games_played=0, total_games_won=0)
26-20-2023 16:20:59 DEBUG    [player.py:22] Player admin created
26-20-2023 16:20:59 INFO     [admin.py:21] Admin logged in
26-22-2023 16:22:02 INFO     [PlayerDAO.py:20] Three tables are created
26-22-2023 16:22:02 DEBUG    [Game.py:51] Player(name='admin', role='admin', high_score=7.0, highscore_created_on='2023-10-25 11:37:54.637963', total_games_played=0, total_games_won=0)
26-22-2023 16:22:02 DEBUG    [player.py:22] Player admin created
26-22-2023 16:22:02 INFO     [admin.py:21] Admin logged in
26-22-2023 16:22:41 INFO     [PlayerDAO.py:20] Three tables are created
26-22-2023 16:22:41 DEBUG    [Game.py:51] Player(name='admin', role='admin', high_score=7.0, highscore_created_on='2023-10-25 11:37:54.637963', total_games_played=0, total_games_won=0)
26-22-2023 16:22:41 DEBUG    [player.py:22] Player admin created
26-22-2023 16:22:41 INFO     [admin.py:21] Admin logged in
26-23-2023 16:23:08 INFO     [PlayerDAO.py:20] Three tables are created
26-23-2023 16:23:08 DEBUG    [Game.py:51] Player(name='admin', role='admin', high_score=7.0, highscore_created_on='2023-10-25 11:37:54.637963', total_games_played=0, total_games_won=0)
26-23-2023 16:23:08 DEBUG    [player.py:22] Player admin created
26-23-2023 16:23:08 INFO     [admin.py:21] Admin logged in
26-49-2023 16:49:14 INFO     [PlayerDAO.py:20] Three tables are created
26-49-2023 16:49:14 DEBUG    [Game.py:51] Player(name='admin', role='admin', high_score=7.0, highscore_created_on='2023-10-25 11:37:54.637963', total_games_played=0, total_games_won=0)
26-49-2023 16:49:14 DEBUG    [player.py:22] Player admin created
26-49-2023 16:49:14 INFO     [admin.py:21] Admin logged in
26-49-2023 16:49:17 INFO     [words.py:17] Word Section accessed
26-49-2023 16:49:30 DEBUG    [hangman.py:125] admin scored 5
26-49-2023 16:49:53 DEBUG    [hangman.py:125] admin scored 7
26-49-2023 16:49:53 INFO     [PlayerDAO.py:20] Three tables are created
26-51-2023 16:51:48 INFO     [PlayerDAO.py:20] Three tables are created
26-51-2023 16:51:48 DEBUG    [Game.py:51] Player(name='admin', role='admin', high_score=7.0, highscore_created_on='2023-10-25 11:37:54.637963', total_games_played=0, total_games_won=0)
26-51-2023 16:51:48 DEBUG    [player.py:22] Player admin created
26-51-2023 16:51:48 INFO     [admin.py:21] Admin logged in
26-51-2023 16:51:53 INFO     [words.py:17] Word Section accessed
26-52-2023 16:52:23 DEBUG    [hangman.py:124] admin scored 6
26-52-2023 16:52:23 INFO     [PlayerDAO.py:20] Three tables are created
26-53-2023 16:53:05 INFO     [PlayerDAO.py:20] Three tables are created
26-53-2023 16:53:05 DEBUG    [Game.py:51] Player(name='admin', role='admin', high_score=7.0, highscore_created_on='2023-10-25 11:37:54.637963', total_games_played=1, total_games_won=1)
26-53-2023 16:53:05 DEBUG    [player.py:22] Player admin created
26-53-2023 16:53:05 INFO     [admin.py:21] Admin logged in
26-53-2023 16:53:09 INFO     [words.py:17] Word Section accessed
26-53-2023 16:53:21 DEBUG    [hangman.py:124] admin scored 7
26-53-2023 16:53:31 DEBUG    [hangman.py:124] admin scored 7
26-53-2023 16:53:52 DEBUG    [hangman.py:124] admin scored 0
26-53-2023 16:53:52 INFO     [PlayerDAO.py:20] Three tables are created
26-56-2023 16:56:04 INFO     [PlayerDAO.py:20] Three tables are created
26-56-2023 16:56:04 DEBUG    [Game.py:51] Player(name='admin', role='admin', high_score=7.0, highscore_created_on='2023-10-25 11:37:54.637963', total_games_played=3, total_games_won=2)
26-56-2023 16:56:04 DEBUG    [player.py:22] Player admin created
26-56-2023 16:56:04 INFO     [admin.py:21] Admin logged in
26-56-2023 16:56:11 INFO     [words.py:17] Word Section accessed
26-56-2023 16:56:22 DEBUG    [hangman.py:124] admin scored 7
26-56-2023 16:56:33 DEBUG    [hangman.py:124] admin scored 0
26-56-2023 16:56:47 DEBUG    [hangman.py:124] admin scored 0
26-56-2023 16:56:47 INFO     [PlayerDAO.py:20] Three tables are created
26-09-2023 17:09:30 INFO     [PlayerDAO.py:20] Three tables are created
26-09-2023 17:09:30 DEBUG    [Game.py:51] Player(name='admin', role='admin', high_score=7.0, highscore_created_on='2023-10-25 11:37:54.637963', total_games_played=3, total_games_won=1)
26-09-2023 17:09:30 DEBUG    [player.py:22] Player admin created
26-09-2023 17:09:30 INFO     [admin.py:21] Admin logged in
26-09-2023 17:09:46 INFO     [words.py:17] Word Section accessed
26-10-2023 17:10:01 DEBUG    [hangman.py:124] admin scored 7
26-10-2023 17:10:01 INFO     [PlayerDAO.py:20] Three tables are created
26-10-2023 17:10:24 INFO     [PlayerDAO.py:20] Three tables are created
26-10-2023 17:10:24 DEBUG    [PlayerDAO.py:53] Invalid username or password2
26-10-2023 17:10:24 DEBUG    [PlayerDAO.py:54] [('admin', 'Abcde@2', 'admin')]
26-10-2023 17:10:24 ERROR    [Game.py:48] Invalid username or password
26-10-2023 17:10:32 INFO     [PlayerDAO.py:20] Three tables are created
26-10-2023 17:10:32 DEBUG    [Game.py:51] Player(name='admin', role='admin', high_score=7.0, highscore_created_on='2023-10-25 11:37:54.637963', total_games_played=1, total_games_won=1)
26-10-2023 17:10:32 DEBUG    [player.py:22] Player admin created
26-10-2023 17:10:32 INFO     [admin.py:21] Admin logged in
26-11-2023 17:11:38 INFO     [PlayerDAO.py:20] Three tables are created
26-11-2023 17:11:38 DEBUG    [Game.py:51] Player(name='admin', role='admin', high_score=7.0, highscore_created_on='2023-10-25 11:37:54.637963', total_games_played=1, total_games_won=1)
26-11-2023 17:11:38 DEBUG    [player.py:22] Player admin created
26-11-2023 17:11:38 INFO     [admin.py:21] Admin logged in
26-11-2023 17:11:49 INFO     [words.py:17] Word Section accessed
26-11-2023 17:11:58 DEBUG    [hangman.py:124] admin scored 7
26-12-2023 17:12:46 DEBUG    [hangman.py:124] admin scored 7
26-12-2023 17:12:54 DEBUG    [hangman.py:124] admin scored 0
26-12-2023 17:12:54 INFO     [PlayerDAO.py:20] Three tables are created
26-13-2023 17:13:17 INFO     [PlayerDAO.py:20] Three tables are created
27-05-2023 10:05:09 INFO     [PlayerDAO.py:30] Three tables are created
27-05-2023 10:05:09 DEBUG    [Game.py:51] Player(name='admin', role='admin', high_score=7.0, highscore_created_on='2023-10-25 11:37:54.637963', total_games_played=4, total_games_won=3)
27-05-2023 10:05:09 DEBUG    [player.py:22] Player admin created
27-05-2023 10:05:09 INFO     [admin.py:21] Admin logged in
27-05-2023 10:05:15 INFO     [words.py:25] Word Section accessed
27-05-2023 10:05:15 DEBUG    [words.py:39] No of words available:16
27-05-2023 10:05:25 DEBUG    [hangman.py:124] admin scored 7
27-05-2023 10:05:25 INFO     [PlayerDAO.py:30] Three tables are created
27-34-2023 10:34:48 INFO     [PlayerDAO.py:30] Three tables are created
27-34-2023 10:34:48 DEBUG    [Game.py:51] Player(name='admin', role='admin', high_score=7.0, highscore_created_on='2023-10-25 11:37:54.637963', total_games_played=5, total_games_won=4)
27-34-2023 10:34:48 DEBUG    [player.py:22] Player admin created
27-34-2023 10:34:48 INFO     [admin.py:22] Admin logged in
27-34-2023 10:34:51 INFO     [words.py:35] Word Section accessed
27-34-2023 10:34:51 DEBUG    [words.py:49] No of words available:1486
27-37-2023 10:37:53 INFO     [PlayerDAO.py:30] Three tables are created
27-37-2023 10:37:53 DEBUG    [PlayerDAO.py:60] Invalid username or password2
27-37-2023 10:37:53 ERROR    [Game.py:48] Invalid username or password
